instance,algorithm,run,makespan,time
MK4,ACSi,24,121,75
MK4,ACSi,25,115,158
MK4,ACSi,26,110,90
MK4,ACSi,27,111,70
MK4,ACSi,28,113,105
MK4,ACSi,29,116,72
MK4,ACSi,30,112,91
MK4,ACSp,1,105,66
MK4,ACSp,2,117,50
MK4,ACSp,3,121,46
MK4,ACSp,4,119,61
MK4,ACSp,5,133,92
MK4,ACSp,6,122,101
MK4,ACSp,7,118,62
MK4,ACSp,8,120,56
MK4,ACSp,9,121,54
MK4,ACSp,10,112,53
MK4,ACSp,11,120,83
MK4,ACSp,12,115,92
MK4,ACSp,13,114,54
MK4,ACSp,14,115,61
MK4,ACSp,15,118,76
MK4,ACSp,16,124,87
MK4,ACSp,17,121,56
MK4,ACSp,18,119,77
MK4,ACSp,19,120,70
MK4,ACSp,20,107,130
MK4,ACSp,21,119,94
MK4,ACSp,22,114,73
MK4,ACSp,23,111,53
MK4,ACSp,24,116,32
MK4,ACSp,25,122,58
MK4,ACSp,26,122,46
MK4,ACSp,27,126,64
MK4,ACSp,28,122,55
MK4,ACSp,29,116,27
MK4,ACSp,30,104,56
MK4,ECT,1,109,0
MK4,ECT,2,109,0
MK4,ECT,3,109,0
MK4,ECT,4,109,0
MK4,ECT,5,109,0
MK4,ECT,6,109,1
MK4,ECT,7,109,0
MK4,ECT,8,109,0
MK4,ECT,9,109,0
MK4,ECT,10,109,0
MK4,ECT,11,109,0
MK4,ECT,12,109,0
MK4,ECT,13,109,0
MK4,ECT,14,109,0
MK4,ECT,15,109,0
MK4,ECT,16,109,0
MK4,ECT,17,109,0
MK4,ECT,18,109,0
MK4,ECT,19,109,0
MK4,ECT,20,109,0
MK4,ECT,21,109,0
MK4,ECT,22,109,0
MK4,ECT,23,109,0
MK4,ECT,24,109,0
MK4,ECT,25,109,0
MK4,ECT,26,109,0
MK4,ECT,27,109,0
MK4,ECT,28,109,0
MK4,ECT,29,109,0
MK4,ECT,30,109,0
MK5,ACSi,1,257,183
MK5,ACSi,2,265,223
MK5,ACSi,3,255,224
MK5,ACSi,4,253,246
MK5,ACSi,5,256,245
MK5,ACSi,6,266,145
MK5,ACSi,7,278,112
MK5,ACSi,8,271,87
MK5,ACSi,9,257,80
MK5,ACSi,10,258,96
MK5,ACSi,11,254,88
MK5,ACSi,12,262,90
MK5,ACSi,13,277,77
MK5,ACSi,14,263,81
MK5,ACSi,15,269,77
MK5,ACSi,16,276,72
MK5,ACSi,17,261,89
MK5,ACSi,18,268,75
MK5,ACSi,19,259,75
MK5,ACSi,20,274,71
MK5,ACSi,21,278,71
MK5,ACSi,22,259,86
MK5,ACSi,23,269,78
MK5,ACSi,24,256,71
MK5,ACSi,25,274,86
MK5,ACSi,26,274,91
MK5,ACSi,27,256,72
MK5,ACSi,28,264,77
MK5,ACSi,29,279,79
MK5,ACSi,30,268,77
MK5,ACSp,1,284,78
MK5,ACSp,2,263,54
MK5,ACSp,3,270,50
MK5,ACSp,4,275,52
MK5,ACSp,5,259,89
MK5,ACSp,6,270,81
MK5,ACSp,7,275,86
MK5,ACSp,8,265,58
MK5,ACSp,9,275,58
MK5,ACSp,10,258,63
